#Thorlabs FTS
[SpectrumHeader]
#Date;20230503
#Time;14530460
#GMTTime;12530460
#Instrument;0
#InstrModel;CCS100
#Series;0
#InterferometerSerial;M00266235
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;cal_intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;10.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;13431.932617
#WnrMax;31136.552734
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
3.211659241e+02;1.601223601e-03
3.212720032e+02;-3.465334652e-03
3.213780823e+02;2.150897344e-04
3.214841919e+02;-3.130750731e-03
3.215902710e+02;5.090457387e-03
3.216963806e+02;-5.281648133e-03
3.218024902e+02;2.891761949e-03
3.219086304e+02;-6.094209384e-03
3.220147705e+02;5.233850330e-03
3.221209106e+02;-2.150897344e-04
3.222270813e+02;2.031403128e-03
3.223332214e+02;-9.774633683e-03
3.224393921e+02;-7.886624080e-04
3.225455933e+02;-4.516884685e-03
3.226517639e+02;1.792414463e-03
3.227579651e+02;-1.888009952e-03
3.228641663e+02;1.935807639e-03
3.229703979e+02;-4.086704925e-03
3.230766296e+02;2.031403128e-03
3.231828613e+02;-6.452692323e-04
3.232890930e+02;1.362235053e-03
3.233953552e+02;-5.903018638e-03
3.235016174e+02;2.031403128e-03
3.236078796e+02;-4.851468373e-03
3.237141724e+02;8.364600944e-04
3.238204651e+02;-5.377243273e-03
3.239267578e+02;5.974714877e-04
3.240330505e+02;-4.038907122e-03
3.241393738e+02;5.377243273e-03
3.242456970e+02;-2.318189479e-03
3.243520203e+02;1.744616777e-03
3.244583740e+02;-4.421289079e-03
3.245647278e+02;2.174796304e-03
3.246710815e+02;-2.987357555e-03
3.247774353e+02;3.752121003e-03
3.248838196e+02;-5.090457387e-03
3.249902039e+02;2.628874499e-04
3.250966187e+02;-3.321941476e-03
3.252030029e+02;2.557178028e-03
3.253094177e+02;-4.803671036e-03
3.254158325e+02;2.509380225e-03
3.255222778e+02;-3.465334652e-03
3.256287231e+02;3.991109785e-03
3.257351685e+02;-2.461582655e-03
3.258416138e+02;-2.628874499e-04
3.259480896e+02;-4.134502728e-03
3.260545654e+02;3.752121003e-03
3.261610413e+02;-4.038907122e-03
3.262675476e+02;2.318189479e-03
3.263740540e+02;-4.134502728e-03
3.264805603e+02;3.465334652e-03
3.265870667e+02;-4.851468373e-03
3.266936035e+02;2.031403128e-03
3.268001404e+02;-6.189804524e-03
3.269066772e+02;3.035155125e-03
3.270132446e+02;-4.469086882e-03
3.271198120e+02;2.318189479e-03
3.272263794e+02;-3.991109785e-03
3.273329468e+02;3.369739279e-03
3.274395447e+02;-6.380995736e-03
3.275461426e+02;-4.062806256e-04
3.276527405e+02;-4.134502728e-03
3.277593689e+02;2.891761949e-03
3.278659973e+02;-1.935807639e-03
3.279726257e+02;3.417537082e-03
3.280792847e+02;-3.656525631e-03
3.281859131e+02;2.318189479e-03
3.282926025e+02;-5.759625230e-03
3.283992615e+02;2.628874499e-04
3.285059509e+02;-6.763377227e-03
3.286126099e+02;2.079200931e-03
3.287193298e+02;-6.237602327e-03
3.288260193e+02;1.553425915e-03
3.289327393e+02;-4.660277627e-03
3.290394592e+02;1.792414463e-03
3.291461792e+02;-3.035155125e-03
3.292529297e+02;1.888009952e-03
3.293596802e+02;-1.194943034e-04
3.294664307e+02;3.226346103e-03
3.295732117e+02;-1.266639563e-03
3.296799927e+02;2.150897344e-04
3.297867737e+02;-4.755873233e-03
3.298935547e+02;-3.584829101e-04
3.300003662e+02;-2.987357555e-03
3.301071777e+02;-4.062806256e-04
3.302139893e+02;-2.652773401e-03
3.303208313e+02;4.469086882e-03
3.304276428e+02;-6.333197933e-03
3.305344849e+02;8.842578391e-04
3.306413574e+02;-4.947063979e-03
3.307482300e+02;2.891761949e-03
3.308551025e+02;-3.799918806e-03
3.309619751e+02;3.321941476e-03
3.310688477e+02;-3.560930258e-03
3.311757507e+02;2.126998501e-03
3.312826538e+02;-3.608727828e-03
3.313895874e+02;-1.935807639e-03
3.314964905e+02;-5.281648133e-03
3.316034241e+02;3.321941476e-03
3.317103882e+02;-4.899266176e-03
3.318173218e+02;-1.792414463e-03
3.319242859e+02;-3.178548301e-03
3.320312500e+02;-8.842578391e-04
3.321382141e+02;-5.090457387e-03
